Family,Species,Sample Size,Elev_up,Elev_low,Elev_mid,RS,W_length,B_length,Dry_Weight,CTmax,CTmin,TTrange,STmax,STmin,STR,STmean,Location,DTmax,DTmin,DTmean,DTR
Erebidae,CA_AGA01,2,1372,509,940.5,863,31.835,22.7,0.139,41,10.9,30.1,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Crambidae,CA_CRA17,4,1372,509,940.5,863,15.0525,13.5425,0.021575,38.13333333,5.6,32.53333333,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Crambidae,CA_CRA28,2,1372,509,940.5,863,11.22,9.785,0.0058,38.2,-0.5,38.7,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Crambidae,CA_CRA38,8,1372,509,940.5,863,14.49,14.7175,0.01283875,38.6,10.4,28.2,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Crambidae,CA_CRA39,13,1372,509,940.5,863,11.79769231,11.01384615,0.008156154,42,0.9,41.1,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Crambidae,CA_CRA70,2,1372,509,940.5,863,11.61,11.39,0.009,39.7,2.1,37.6,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Erebidae,CA_ERE17,2,1372,509,940.5,863,20.845,17.085,0.0362,45.7,8.7,37,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Erebidae,CA_ERE20,3,1372,509,940.5,863,17.05,14.06666667,0.018466667,43.6,4.3,39.3,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Erebidae,CA_ERE39,2,1372,509,940.5,863,11.81,9.69,0.00555,42.25,,,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Geometridae,CA_GEO33-2,3,1372,509,940.5,863,16.09333333,12.94666667,0.0086,44.75,1.9,42.85,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Geometridae,CA_GEO54,3,1372,509,940.5,863,30.01,19.62,0.062466667,43.7,8.25,35.45,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Geometridae,CA_GEO84,7,1372,509,940.5,863,17.94285714,13.91428571,0.014208571,41.5,1.4,40.1,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Geometridae,CA_GEO85,3,1372,509,940.5,863,19.72666667,14.08666667,0.0195,42.7,1.1,41.6,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Geometridae,CA_GEO86,8,1372,509,940.5,863,21.87875,18.16375,0.12588,43.45,6.08,37.37,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Geometridae,CA_GEO93,4,1372,509,940.5,863,10.97333333,7.84,0.0073,40.73333333,1.7,39.03333333,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Limacodidae,CA_LIM06,2,1372,509,940.5,863,9.12,9.75,0.01425,,2.55,,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Erebidae,CA_LYM-Euproctis-06,3,1372,509,940.5,863,12.28666667,10.20666667,0.009466667,38.95,1,37.95,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Erebidae,CA_LYM21,3,1372,509,940.5,863,15.54666667,12.94,0.026866667,41.7,8.9,32.8,23.35,14.2,9.15,19.28,Malaysia,24.15978052,19.36063915,21.36230076,4.799141373
Erebidae,CA_AGA02,2,1066,903,984.5,163,31.39,22.43,0.09469,41.7,,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Crambidae,CA_CRA131,2,1066,903,984.5,163,12.535,12.05,0.01002,39.8,,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Crambidae,CA_CRA44,7,1066,903,984.5,163,10.56857143,9.85,0.004558571,41.33333333,1.3,40.03333333,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Geometridae,CA_GEO138,2,1066,903,984.5,163,11.26,7.845,0.00449,,3.6,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Geometridae,CA_GEO139-2,2,1066,903,984.5,163,8.855,7.03,0.002325,41.8,,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Geometridae,CA_GEO15,3,1066,903,984.5,163,23.17666667,16.28,0.032623333,42.2,,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Geometridae,CA_GEO23,3,1066,903,984.5,163,19.345,18.66666667,0.035,43.6,,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Geometridae,CA_GEO45,2,1066,903,984.5,163,11.365,9.485,0.004665,,1.2,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Erebidae,CA_LIT28-3,4,1066,903,984.5,163,7.505,5.33,0.00189,42.1,,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Crambidae,CA_LIT32,2,1066,903,984.5,163,7.58,7.545,0.028495,,-2.8,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Erebidae,CA_LIT39,3,1066,903,984.5,163,17.10333333,12.53333333,0.028443333,39,2.9,36.1,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Erebidae,CA_LIT47,8,1066,903,984.5,163,20.99625,15.91,0.0327425,41.5,3.125,38.375,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Erebidae,CA_LIT65-2,2,1066,903,984.5,163,15.16,11.915,0.01805,41.5,,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Erebidae,CA_LIT88,4,1066,903,984.5,163,15.3075,13.56,0.02019,38.8,4.2,34.6,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Noctuidae,CA_NOC14,3,1066,903,984.5,163,15.64,17.02666667,0.046196667,,4.4,,23.9,14.72,9.18,19.81,Malaysia,23.97965123,19.27470115,21.23254428,4.704950072
Erebidae,CA_AGA03,1,1800,1800,1800,0,32.45,24.52,0.14559,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Erebidae,CA_RSARC111,1,1800,1800,1800,0,9.81,7.95,0.00473,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Erebidae,CA_RSARC19,1,1800,1800,1800,0,8.12,6.87,0.00242,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Erebidae,CA_RSERE13,1,1800,1800,1800,0,20.78,18.63,0.05138,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Geometridae,CA_RSGEO160,1,1800,1800,1800,0,8.7,5.57,0.00373,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Geometridae,CA_RSGEO95,1,1800,1800,1800,0,19.75,18.29,0.02708,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Geometridae,CA_RSGEO98,1,1800,1800,1800,0,10.94,7.57,0.00537,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Lecithoceridae,CA_RSLEC03,1,1800,1800,1800,0,9.43,6.73,0.00264,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Noctuidae,CA_RSNOC07,2,1800,1800,1800,0,20.445,16.96,0.079035,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Noctuidae,CA_RSNOC21,1,1800,1800,1800,0,9.83,9.13,0.00947,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL12,1,1800,1800,1800,0,20.4,17.6,0.0236,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL55,2,1800,1800,1800,0,8.025,6.6,0.00316,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL66,1,1800,1800,1800,0,7.81,6.19,0.00176,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL67,1,1800,1800,1800,0,6.87,6.2,0.00124,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL68,1,1800,1800,1800,0,7.23,5.74,0.00245,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL81,2,1800,1800,1800,0,7.275,6.075,0.00213,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL82,1,1800,1800,1800,0,6.45,6.59,0.002,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL83,1,1800,1800,1800,0,8.34,5.79,0.00333,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Nolidae,CA_RSNOL84,1,1800,1800,1800,0,8.39,6.8,0.00357,,,,19.85,10.81,9.04,15.87,Malaysia,18.7170441,14.31193456,16.15592133,4.405109531
Erebidae,CA_AMATA01,17,1374,903,1138.5,471,14.821875,12.63823529,0.011705294,41.8,2.6,39.2,24.46,15.23,9.23,20.33,Malaysia,23.28388732,18.0550114,20.2316276,5.228875927
Erebidae,CA_ERE37,2,1374,903,1138.5,471,19.735,19.17,0.03819,,10.6,,24.46,15.23,9.23,20.33,Malaysia,23.28388732,18.0550114,20.2316276,5.228875927
Erebidae,CA_LYM10,8,1374,903,1138.5,471,23.67166667,19.605,0.08352375,41.6,3.2,38.4,24.46,15.23,9.23,20.33,Malaysia,23.28388732,18.0550114,20.2316276,5.228875927
Erebidae,CA_LYM11,10,1374,903,1138.5,471,21.277,16.227,0.060508,42.875,6.366666667,36.50833333,24.46,15.23,9.23,20.33,Malaysia,23.28388732,18.0550114,20.2316276,5.228875927
Uraniidae,CA_URA04,9,1374,903,1138.5,471,12.18,7.755555556,0.007661111,42.5,1.9,40.6,24.46,15.23,9.23,20.33,Malaysia,23.28388732,18.0550114,20.2316276,5.228875927
Erebidae,CA_AMATA02,9,1372,470,921,902,15.47222222,12.56777778,0.010662222,41.54,4.1,37.44,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Crambidae,CA_CRA05,2,1372,470,921,902,17.995,18.205,0.033,41.6,,,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Crambidae,CA_CRA30,27,1372,470,921,902,11.1252,10.41074074,0.006285926,41.71,2.125,39.585,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Crambidae,CA_CRA50,13,1372,470,921,902,8.711538462,8.558461538,0.004446154,43.3,-0.24,43.54,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Crambidae,CA_CRA75,5,1372,470,921,902,7.424,8.398,0.00135,41.8,,,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Geometridae,CA_GEO01,37,1372,470,921,902,19.49171429,16.01405405,0.026834324,43.16923077,5.1125,38.05673077,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Erebidae,CA_HER16,4,1372,470,921,902,10.44,9.82,0.006055,42.5,,,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Erebidae,CA_HER39,5,1372,470,921,902,10.23,9.272,0.004264,41.3,2.2,39.1,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Erebidae,CA_LIT26,6,1372,470,921,902,9.341666667,7.1425,0.003556667,41.8,0.3,41.5,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Erebidae,CA_LIT37,17,1372,470,921,902,9.354117647,7.848235294,0.004097059,40.88,0.266666667,40.61333333,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Erebidae,CA_LIT81,11,1372,470,921,902,12.43727273,9.24,0.007561818,43.7,5.8,37.9,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Cossidae,CA_MIC04,4,1372,470,921,902,11.9575,10.3325,0.009935,41.3,,,23.11,13.96,9.14,19.05,Malaysia,24.23961055,19.39872531,21.41980647,4.840885244
Erebidae,CA_ARC01,10,1374,470,922,904,21.751,16.798,0.072434,41.43333333,5.4,36.03333333,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Erebidae,CA_ARC06,7,1374,470,922,904,19.09142857,16.53857143,0.035437143,,22.2,,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Crambidae,CA_CRA71,11,1374,470,922,904,6.92,6.839090909,0.003103,,-0.9,,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Geometridae,CA_GEO85-2,8,1374,470,922,904,18.065,14.565,0.01907375,42.65,3.5,39.15,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Erebidae,CA_LIT08-2,14,1374,470,922,904,14.24230769,11.63357143,0.012347143,42.2,2.6,39.6,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Erebidae,CA_LIT42,20,1374,470,922,904,13.3395,12.1095,0.0148975,,1.4,,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Erebidae,CA_LIT46,19,1374,470,922,904,11.96210526,9.402105263,0.008237368,43.1,2.35,40.75,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Erebidae,CA_LIT53,17,1374,470,922,904,8.907647059,7.685294118,0.004348235,43.68,1.72,41.96,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Erebidae,CA_LYM17,11,1374,470,922,904,14.78545455,11.551,0.017294,46.2,1.466666667,44.73333333,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Nolidae,CA_RSNOL26,2,1374,470,922,904,10.29,10.175,0.013065,,,,23.12,13.97,9.14,19.06,Malaysia,24.2355167,19.39677217,21.41685746,4.838744533
Erebidae,CA_ARC02,8,509,509,509,0,16.80375,13.9325,0.029825,43.275,1.9,41.375,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Bombycidae,CA_BOM02,1,509,509,509,0,12.3,11.19,0.0208,,2.7,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA102,1,509,509,509,0,11.06,9.93,0.0078,,3.3,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA103,1,509,509,509,0,10.53,10.24,0.0067,,-1.7,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA105,2,509,509,509,0,13.46,11.44,0.0086,44.5,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA106,1,509,509,509,0,14.82,14.97,0.016,38.9,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA109,1,509,509,509,0,12.69,13.84,0.0127,45.1,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA111,2,509,509,509,0,14.17,12.31,0.01435,45.3,8.6,36.7,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA111-1,1,509,509,509,0,14.34,13.27,0.0115,,1.3,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA118,1,509,509,509,0,14.98,12.03,0.0196,39.5,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA119,1,509,509,509,0,11.14,10.77,0.0087,,-0.2,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA121,1,509,509,509,0,13.07,12.88,0.0128,,5.3,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA128,1,509,509,509,0,16.52,14.74,0.0354,,6.9,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA132,2,509,509,509,0,14.86,15.25,0.0144,,-0.1,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA134,2,509,509,509,0,11.925,11.62,0.00925,43.2,0.1,43.1,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA135,1,509,509,509,0,11.11,11.97,0.0072,,3.9,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA202102-1,1,509,509,509,0,,12.01,0.0093,,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA202102-2,1,509,509,509,0,12.7,11.91,0.0115,41.6,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA202102-3,1,509,509,509,0,13.51,14.38,0.015,43.6,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA40-2,2,509,509,509,0,14.245,13.36,0.00635,43.6,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA42,1,509,509,509,0,9.49,9.55,0.003,,0.1,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA48,1,509,509,509,0,11.78,11.32,0.0092,,3.4,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA56,1,509,509,509,0,9.54,9.49,0.0038,38.7,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA62,1,509,509,509,0,8.91,7.51,,41.4,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA65,1,509,509,509,0,11.94,11.09,0.0072,47.5,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA67,2,509,509,509,0,10.06,9.45,0.0045,44.3,1.9,42.4,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA82,1,509,509,509,0,9.31,8.93,0.0056,,0.6,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA85,1,509,509,509,0,9.41,9.21,0.0051,40.8,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA86,1,509,509,509,0,10.37,10.09,0.0095,,2.1,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA91,1,509,509,509,0,10.15,9.43,0.0056,42.3,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Crambidae,CA_CRA93,1,509,509,509,0,11.87,10.66,0.0103,45.2,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Drepanidae,CA_DRE06,1,509,509,509,0,10.72,6.94,0.0064,43.6,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Drepanidae,CA_DRE10,1,509,509,509,0,14.84,10.58,0.0189,44.9,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE04-2,1,509,509,509,0,38.28,28.29,0.1406,38,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE10-2,1,509,509,509,0,34.8,26.48,0.1711,,3.7,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE18,1,509,509,509,0,16.4,14.37,0.0637,,9.9,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE19,1,509,509,509,0,13.07,13.53,0.0125,,4,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE27,3,509,509,509,0,17.19666667,15.62333333,0.0272,42.9,7.1,35.8,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE28,1,509,509,509,0,18.69,16.71,0.0239,42.1,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE34,2,509,509,509,0,23.81,19.71,0.06245,,6.5,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE42,1,509,509,509,0,,8.47,0.0089,46.1,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE46,1,509,509,509,0,10.78,9.32,0.0069,,0.8,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE48,1,509,509,509,0,9.84,8.19,0.006,46.1,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE52,1,509,509,509,0,8.62,7.19,0.0044,,0.1,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE58,1,509,509,509,0,11.49,9.65,0.0135,,9.4,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE60,1,509,509,509,0,21.33,20.67,0.0979,,5.3,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE69,1,509,509,509,0,6.01,4.37,0.0011,,-1.6,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Erebidae,CA_ERE77,1,509,509,509,0,20.52,18.25,0.0378,,11.6,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO-Scopula-5,1,509,509,509,0,7.43,5.23,0.0018,,1.6,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO100,1,509,509,509,0,11.77,9.3,0.0041,45.1,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO116,6,509,509,509,0,18.84833333,14.83666667,0.018383333,42.35,2.6,39.75,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO125-2,1,509,509,509,0,19.01,15.44,0.0152,42.4,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO138-2,1,509,509,509,0,9.12,6.55,0.004,44.6,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO140,1,509,509,509,0,12.69,8.72,0.0095,,1.1,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO145,1,509,509,509,0,16.44,11.96,0.0126,,3.5,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO147,1,509,509,509,0,13.65,10.8,0.007,41.4,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO21-1,1,509,509,509,0,20,18.2,0.036,,3.3,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO25,1,509,509,509,0,28.28,20.05,0.0801,,5.6,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO30,1,509,509,509,0,13.74,10.29,0.0109,,2.1,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO31,2,509,509,509,0,11.695,10.18,0.0091,45.4,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO32,1,509,509,509,0,12.46,10.03,0.0066,,-1.9,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO37,1,509,509,509,0,,8.84,0.0058,42.8,,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO39,1,509,509,509,0,14.41,10.86,0.0098,,0.4,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
Geometridae,CA_GEO42,1,509,509,509,0,11.42,9.77,0.0053,,0.3,,28.55666667,19.38333333,9.173333333,24.41944444,Malaysia,25.92627577,20.20341745,22.63479892,5.722858328
