Family,Species,Sample Size,Elev_up,Elev_low,Elev_mid,RS,W_length,B_length,Dry_Weight,CTmax,CTmin,TTrange,STmax,STmin,STR,STmean,Location,DTmax,DTmin,DTmean,DTR
Erebidae,CA_RSLYM38,1,470,470,470,0,10.5,7.39,0.002,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Noctuidae,CA_RSNOC17,1,470,470,470,0,13.86,15.11,0.02047,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Nolidae,CA_RSNOL01,1,470,470,470,0,13.28,12.9,0.02074,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Nolidae,CA_RSNOL19,1,470,470,470,0,16.36,15.89,0.02564,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Nolidae,CA_RSNOL92,1,470,470,470,0,7.42,6.54,0.00173,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Psychidae,CA_RSPSY01,1,470,470,470,0,14.32,13.13,0.0324,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Crambidae,CA_RSPYR19,13,470,470,470,0,7.264615385,7.534615385,0.002317692,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Pyralidae,CA_RSPYR66,1,470,470,470,0,7.24,7.32,0.00311,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Pyralidae,CA_RSPYR67,1,470,470,470,0,8.77,8.29,0.00842,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Pyralidae,CA_RSPYR68,1,470,470,470,0,11.19,10.89,0.00451,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Pyralidae,CA_RSPYR76,1,470,470,470,0,10.54,12.02,0.00896,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Pyralidae,CA_RSPYR77,1,470,470,470,0,7.82,7.53,0.00222,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Pyralidae,CA_RSPYR78,1,470,470,470,0,8.18,8.18,0.00203,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Uraniidae,CA_RSURA02,1,470,470,470,0,7.57,5.9,0.00333,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Uraniidae,CA_URA12,1,470,470,470,0,26.42,14.31,0.01346,,,,27.35666667,18.2,9.156666667,23.24388889,Malaysia,26.08593584,20.27958976,22.74981034,5.80634607
Geometridae,CA_Abaxas_sp2,2,1959,1959,1959,0,28.025,17.925,0.02765,35.1,0.1,35,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Crambidae,CA_CRA125,1,1959,1959,1959,0,14.27,14.67,0.0117,,5.4,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Drepanidae,CA_DRE07,2,1959,1959,1959,0,14.225,8.86,0.00795,39.6,-1.5,41.1,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_ERE07,7,1959,1959,1959,0,36.83285714,27.72,0.260571429,37.525,5.35,32.175,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_ERE08,2,1959,1959,1959,0,46.01,31.26,0.2697,34.8,8.2,26.6,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_ERE45,1,1959,1959,1959,0,11.54,8.56,0.007,,1.8,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_ERE68,2,1959,1959,1959,0,19.95,18.26,0.0691,40.3,2.5,37.8,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Euteliidae,CA_EUT04,1,1959,1959,1959,0,18.86,16.46,0.0811,42.1,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO-Larentiinae-2,1,1959,1959,1959,0,8.03,6.75,0.0039,42.6,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO-Larentiinae-3,1,1959,1959,1959,0,9.24,6.91,0.0028,39.2,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO-Larentiinae-6,1,1959,1959,1959,0,8.24,7.52,0.0034,,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO05,6,1959,1959,1959,0,16.28666667,12.74666667,0.01855,39.975,2.8,37.175,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO08,3,1959,1959,1959,0,28.06666667,20.56666667,0.0698,38.6,2.15,36.45,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO102,1,1959,1959,1959,0,18.42,13.17,0.0117,,-0.3,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO104-2,1,1959,1959,1959,0,17.96,11.45,0.0217,,-0.5,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO105,1,1959,1959,1959,0,14.19,11.13,0.0069,41.3,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO111,2,1959,1959,1959,0,12.6,9.405,0.00515,41.2,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO117,9,1959,1959,1959,0,20.49666667,16.39333333,0.028833333,40.65,1.15,39.5,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO120,3,1959,1959,1959,0,16.60666667,12.32,0.0135,40.7,-0.25,40.95,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO131,1,1959,1959,1959,0,14.68,10.59,0.0182,,-1.4,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO141,1,1959,1959,1959,0,16.56,12.04,0.0151,,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO142,1,1959,1959,1959,0,16.66,14.81,0.0132,40.8,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO143,1,1959,1959,1959,0,17.15,13.27,0.0137,39.1,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO41,1,1959,1959,1959,0,14.25,9.66,0.0067,40.6,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO63,1,1959,1959,1959,0,22.16,14.55,0.0274,,2.6,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO65,1,1959,1959,1959,0,21.26,17.22,0.0161,40.1,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO89,7,1959,1959,1959,0,17.87,16.42571429,0.019471429,38.825,1.533333333,37.29166667,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO91,1,1959,1959,1959,0,13.79,9.84,0.0128,,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO91-2,1,1959,1959,1959,0,14.02,9.26,0.009,,-0.2,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Geometridae,CA_GEO97,1,1959,1959,1959,0,17.09,12.27,0.0116,,-0.9,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_HER01,3,1959,1959,1959,0,17.39333333,13.98333333,0.014066667,37.45,5.1,32.35,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_HER33,1,1959,1959,1959,0,21.38,15.99,0.0415,,3.4,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Lasiocampidae,CA_LAS05,2,1959,1959,1959,0,27.36,27.215,0.16355,37.7,3.6,34.1,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_LIT10,6,1959,1959,1959,0,16.584,14.66166667,0.0166,35.7,0.933333333,34.76666667,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_LIT65,5,1959,1959,1959,0,9.846,7.07,0.00358,41.73333333,-0.9,42.63333333,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_LIT75,4,1959,1959,1959,0,18.2525,11.6525,0.018975,36.8,5.8,31,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_LYM01,4,1959,1959,1959,0,28.65,21.105,0.167375,38.75,2.4,36.35,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_LYM02,1,1959,1959,1959,0,21.03,15.74,0.077,40.6,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Erebidae,CA_LYM33,1,1959,1959,1959,0,18.05,11.73,0.0192,,-0.6,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Tortricidae,CA_MIC20,1,1959,1959,1959,0,8.14,6.44,0.0047,40.8,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Tortricidae,CA_MIC21,6,1959,1959,1959,0,10.34,8.39,0.006233333,40.4,1.35,39.05,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC-Diarsia-1,1,1959,1959,1959,0,,11.94,0.0169,,4.5,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC-Diarsia-2,1,1959,1959,1959,0,13,11.73,0.0257,,2.2,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC-Diarsia-3,1,1959,1959,1959,0,15.02,14.34,0.0616,34.6,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC03,1,1959,1959,1959,0,15.64,14.18,0.0472,,5.1,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC04,6,1959,1959,1959,0,20.045,17.33833333,0.06435,38.76666667,4.3,34.46666667,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC11,4,1959,1959,1959,0,18.195,17.4825,0.06525,40.55,2.95,37.6,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC17,1,1959,1959,1959,0,22.48,18.34,0.1124,35,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC17-2,1,1959,1959,1959,0,12.69,12.4,0.0218,,-0.2,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_NOC19,1,1959,1959,1959,0,18.39,18.7,0.0591,,1.3,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Nolidae,CA_NOL02,4,1959,1959,1959,0,17.3375,16.8175,0.05965,38.75,2.75,36,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Nolidae,CA_NOL08,1,1959,1959,1959,0,20.24,15.62,0.066,38.8,,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Nolidae,CA_NOL11,2,1959,1959,1959,0,8.68,6.565,0.0027,,-2.2,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Nolidae,CA_NOL17,1,1959,1959,1959,0,8.13,5.81,0.003,,3.1,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Nolidae,CA_NOL20,1,1959,1959,1959,0,7.99,6.85,0.0024,,-3.3,,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Pyralidae,CA_PYR05,3,1959,1959,1959,0,11.94,10.16,0.011633333,39.95,0.7,39.25,19.83,10.79,9.04,15.85166667,Malaysia,17.29878521,13.29754623,15.04059638,4.001238976
Noctuidae,CA_Arcte,4,1959,1066,1512.5,893,37.655,30.435,0.3345625,,7.7,,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Crambidae,CA_CRA122,5,1959,1066,1512.5,893,14.756,12.312,0.013434,34.05,1.65,32.4,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Crambidae,CA_CRA123,6,1959,1066,1512.5,893,12.85666667,11.59,0.009915,37.1,1.3,35.8,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Crambidae,CA_CRA27,7,1959,1066,1512.5,893,10.78857143,9.107142857,0.003134286,38.5,-1.2,39.7,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Geometridae,CA_GEO-Larentiinae-2021,4,1959,1066,1512.5,893,7.1725,7.185,0.0030275,40.5,,,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Geometridae,CA_GEO03,9,1959,1066,1512.5,893,22.25666667,14.64777778,0.08694,41.56666667,0.4,41.16666667,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Geometridae,CA_GEO103,11,1959,1066,1512.5,893,12.69818182,9.068181818,0.007866364,41.025,1.325,39.7,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Geometridae,CA_GEO24,8,1959,1066,1512.5,893,21.1675,17.7175,0.0394225,40.33333333,4.833333333,35.5,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Geometridae,CA_GEO49,4,1959,1066,1512.5,893,19.2925,12.71,0.0163175,,1.4,,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Geometridae,CA_GEO60,4,1959,1066,1512.5,893,39.3025,29.17,0.105435,37.8,0.8,37,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Geometridae,CA_GEO61,5,1959,1066,1512.5,893,15.466,11.916,0.01111,42.3,1.55,40.75,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Noctuidae,CA_NOC18,14,1959,1066,1512.5,893,13.98857143,14.27071429,0.032975,39.8,,,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Notodontidae,CA_NOT04,4,1959,1066,1512.5,893,21.07333333,22.4275,0.0665575,40.9,,,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Notodontidae,CA_NOT05,3,1959,1066,1512.5,893,20.06,16.13,0.047556667,44,5.8,38.2,22.36,13.41,8.95,18.44,Malaysia,20.7743657,14.82023911,17.62667252,5.954126588
Bombycidae,CA_BOM01,6,903,470,686.5,433,14.52166667,12.83666667,0.029558333,43.35,2.3,41.05,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Crambidae,CA_CRA74,2,903,470,686.5,433,10.035,10.19,0.003005,,,,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Erebidae,CA_ERE05,4,903,470,686.5,433,26.955,19.11,0.1050775,44.2,16.4,27.8,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Erebidae,CA_HYP03,2,903,470,686.5,433,15.12,13.685,0.0158,,2.2,,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Erebidae,CA_LIT22,2,903,470,686.5,433,8.005,5.96,0.00192,43.1,,,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Erebidae,CA_LIT31,15,903,470,686.5,433,8.94,7.315333333,0.004447333,42.72222222,2.1,40.62222222,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Erebidae,CA_LYM-Euproctis-11,2,903,470,686.5,433,9.505,8.56,0.003925,43.3,,,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Pyralidae,CA_PYR05-2,3,903,470,686.5,433,9.12,9.773333333,0.006313333,41.5,,,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Pyralidae,CA_PYR11-3,5,903,470,686.5,433,11.512,10.436,0.011048,44.05,1.05,43,27.04,17.93,9.11,22.97,Malaysia,25.19961782,19.85673576,22.1113495,5.34288206
Geometridae,CA_CEO-Ourapteryx,6,1959,1372,1665.5,587,27.712,19.27333333,0.04455,39.56666667,2.933333333,36.63333333,21.02,12.03,9,17.07,Malaysia,19.69436897,14.58857323,16.85997024,5.105795735
Erebidae,CA_ERE31,5,1959,1372,1665.5,587,16.648,13.34,0.026938,39.7,2.8,36.9,21.02,12.03,9,17.07,Malaysia,19.69436897,14.58857323,16.85997024,5.105795735
Geometridae,CA_GEO121,13,1959,1372,1665.5,587,14.54461538,13.01615385,0.013976923,41.03333333,0.5,40.53333333,21.02,12.03,9,17.07,Malaysia,19.69436897,14.58857323,16.85997024,5.105795735
Erebidae,CA_LIT04,27,1959,1372,1665.5,587,15.20692308,12.0662963,0.020294444,40.2,2.45,37.75,21.02,12.03,9,17.07,Malaysia,19.69436897,14.58857323,16.85997024,5.105795735
Tortricidae,CA_MIC13,2,1959,1372,1665.5,587,7.165,6.84,0.00205,43.7,-0.6,44.3,21.02,12.03,9,17.07,Malaysia,19.69436897,14.58857323,16.85997024,5.105795735
Noctuidae,CA_NOC06,2,1959,1372,1665.5,587,27.125,23.545,0.1263,39.7,5,34.7,21.02,12.03,9,17.07,Malaysia,19.69436897,14.58857323,16.85997024,5.105795735
Uraniidae,CA_URA02,2,1959,1372,1665.5,587,12.865,8.135,0.00745,39.3,-1.1,40.4,21.02,12.03,9,17.07,Malaysia,19.69436897,14.58857323,16.85997024,5.105795735
Crambidae,CA_CRA01,111,1959,796,1377.5,1163,9.837431193,8.688679245,0.00281156,41.14444444,0.9,40.24444444,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Erebidae,CA_ERE40,3,1959,796,1377.5,1163,11.88,9.03,0.00227,41,-1.5,42.5,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Geometridae,CA_GEO11,26,1959,796,1377.5,1163,27.03692308,18.49653846,0.044934231,31.57272727,2.15,29.42272727,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Geometridae,CA_GEO148,5,1959,796,1377.5,1163,7.548,5.88,0.001914,,-1,,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Geometridae,CA_GEO50,24,1959,796,1377.5,1163,15.67608696,11.21583333,0.012395,42.1,0.66,41.44,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Geometridae,CA_GEO99,3,1959,796,1377.5,1163,14.30333333,11.60333333,0.005123333,,-2.2,,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Geometridae,CA_GEO99-2,4,1959,796,1377.5,1163,14.0475,11.31,0.0063525,,,,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Erebidae,CA_HER17,5,1959,796,1377.5,1163,12.132,10.74,0.008834,40.5,-1.85,42.35,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Erebidae,CA_HER21,29,1959,796,1377.5,1163,13.2062069,11.52103448,0.010601034,39.11111111,2.3375,36.77361111,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Erebidae,CA_HER26,4,1959,796,1377.5,1163,12.13,10.0925,0.009705,,3.05,,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Erebidae,CA_LIT09,24,1959,796,1377.5,1163,13.95,9.721666667,0.0094225,38.8,2,36.8,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Erebidae,CA_LIT11,13,1959,796,1377.5,1163,12.59166667,11.69384615,0.005243077,38.1,-0.65,38.75,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Nolidae,CA_NOL09,8,1959,796,1377.5,1163,8.6025,7.2525,0.0046475,,-1.4,,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Pyralidae,CA_PYR01,42,1959,796,1377.5,1163,8.872439024,7.8535,0.003048571,40.37272727,-0.027272727,40.4,22.97,13.72,9.25,18.83,Malaysia,21.84314708,15.96125018,18.57205943,5.8818969
Crambidae,CA_CRA02,67,1959,509,1234,1450,12.92567164,12.43089552,0.018204179,39.48636364,2.072,37.41436364,23.86,14.61,9.25,19.72,Malaysia,22.85034989,17.26947257,19.59357085,5.580877317
Crambidae,CA_CRA100,2,1959,509,1234,1450,14.885,14.49,0.01345,38,5,33,23.86,14.61,9.25,19.72,Malaysia,22.85034989,17.26947257,19.59357085,5.580877317
Crambidae,CA_CRA113,9,1959,509,1234,1450,17.1875,16.32222222,0.016651111,39.85,2.5,37.35,23.86,14.61,9.25,19.72,Malaysia,22.85034989,17.26947257,19.59357085,5.580877317
Crambidae,CA_CRA81,6,1959,509,1234,1450,8.521666667,6.905,0.002916667,43.65,-1.833333333,45.48333333,23.86,14.61,9.25,19.72,Malaysia,22.85034989,17.26947257,19.59357085,5.580877317
Geometridae,CA_GEO87,12,1959,509,1234,1450,21.01454545,15.95333333,0.0427475,40.72,2.766666667,37.95333333,23.86,14.61,9.25,19.72,Malaysia,22.85034989,17.26947257,19.59357085,5.580877317
Erebidae,CA_LYM-Arctonis-2021,15,1959,509,1234,1450,20.166,14.97666667,0.033573333,41.87272727,3.575,38.29772727,23.86,14.61,9.25,19.72,Malaysia,22.85034989,17.26947257,19.59357085,5.580877317
Erebidae,CA_LYM04,6,1959,509,1234,1450,12.628,9.693333333,0.010438333,40.75,2.1,38.65,23.86,14.61,9.25,19.72,Malaysia,22.85034989,17.26947257,19.59357085,5.580877317
Erebidae,CA_LYM16-2,14,1959,509,1234,1450,15.38785714,12.58071429,0.024747143,42.2,4.3,37.9,23.86,14.61,9.25,19.72,Malaysia,22.85034989,17.26947257,19.59357085,5.580877317
Crambidae,CA_CRA03,2,1372,903,1137.5,469,14.47,12.515,0.0114,40.1,,,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Crambidae,CA_CRA107,2,1372,903,1137.5,469,11.79,13.415,0.0091,40.4,,,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Crambidae,CA_CRA13,2,1372,903,1137.5,469,12.9,10.705,0.006,42.2,0.1,42.1,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Crambidae,CA_CRA15,2,1372,903,1137.5,469,16.48,13.735,0.01565,38.6,2.6,36,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Crambidae,CA_CRA31,3,1372,903,1137.5,469,13.13666667,11.61,0.013533333,42,2.2,39.8,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Crambidae,CA_CRA89,2,1372,903,1137.5,469,11.035,10.645,0.00585,42.5,-0.6,43.1,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Geometridae,CA_GEO07,7,1372,903,1137.5,469,14.27571429,10.76,0.011428571,42.53333333,3.175,39.35833333,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Geometridae,CA_GEO100-3,4,1372,903,1137.5,469,21.56666667,13.7375,0.0298875,42.8,1.45,41.35,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Geometridae,CA_GEO33,6,1372,903,1137.5,469,15.96833333,12.26,0.010936667,42.7,1.85,40.85,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Geometridae,CA_GEO88,6,1372,903,1137.5,469,41.46833333,30.14166667,0.117953333,40.55,6.6,33.95,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Erebidae,CA_LIT05,2,1372,903,1137.5,469,16.32,10.42,0.01735,41.25,,,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Erebidae,CA_LIT63,11,1372,903,1137.5,469,14.87545455,12.27181818,0.017926364,41.1,2.92,38.18,24.47,15.23,9.23,20.34,Malaysia,23.28842698,18.06323693,20.23830882,5.225190049
Crambidae,CA_CRA06,2,903,509,706,394,13.3,12.435,0.01065,42,0.6,41.4,26.88,17.77,9.1,22.81,Malaysia,25.11978779,19.81864961,22.05384379,5.301138188
Erebidae,CA_ERE11,6,903,509,706,394,22.565,17.58333333,0.035066667,42.5,6.033333333,36.46666667,26.88,17.77,9.1,22.81,Malaysia,25.11978779,19.81864961,22.05384379,5.301138188
Erebidae,CA_ERE26,2,903,509,706,394,20.5,18.06,0.0481,38.2,7.4,30.8,26.88,17.77,9.1,22.81,Malaysia,25.11978779,19.81864961,22.05384379,5.301138188
Drepanidae,CA_GEO-DRE01,2,903,509,706,394,32.28,22.68,0.04625,41,5.7,35.3,26.88,17.77,9.1,22.81,Malaysia,25.11978779,19.81864961,22.05384379,5.301138188
Geometridae,CA_GEO104,13,903,509,706,394,10.43923077,8.173076923,0.004753077,41.1,0.7,40.4,26.88,17.77,9.1,22.81,Malaysia,25.11978779,19.81864961,22.05384379,5.301138188
